detloc,state,source,author,title,description,url
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","LORENZO ZAZUETA-CASTRO | STAFF WRITER Follow @lorenzozazueta !function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');","‘Ground truth:’ Border Patrol’s acting chief ‘enlightened’ by visit to RGV sector","FALFURRIAS — With the checkpoint as her backdrop, the U.S. Border Patrol acting chief addressed the media to give a summary of the state of the border.","http://www.themonitor.com/news/immigration/article_5b9ccd70-49be-11e8-ac2b-3bcf093dd40f.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","CRISTINA M. GARCIA | STAFF WRITER","Officials estimate damage at $100 million; many homes remain flooded","WESLACO — A preliminary assessment by the National Weather Service estimates the Rio Grande Valley sustained $100 million in damages as a result of flooding last week, Hidalgo County Precinct 1 Commissioner David Fuentes said Saturday at a multi-agency news c…","https://www.themonitor.com/mvtc/news/article_f372700c-77b6-11e8-be22-af468692c06a.html"
"mcallen-station-hildago-texas-48","Texas","Themonitor.com","CRISTINA M. GARCIA | STAFF WRITER","Officials estimate damage at $100 million; many homes remain flooded","WESLACO — A preliminary assessment by the National Weather Service estimates the Rio Grande Valley sustained $100 million in damages as a result of flooding last week, Hidalgo County Precinct 1 Commissioner David Fuentes said Saturday at a multi-agency news…","https://www.themonitor.com/news/local/article_cc2774d2-7763-11e8-8cde-e38edb275215.html"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK - Tennessee, USA TODAY NETWORK - Tennessee","Davidson County deputy seriously injured in crash","Sheriff Daron Hall asked for prayers.","http://www.tennessean.com/story/news/local/davidson/2018/01/01/davidson-county-deputy-seriously-injured-crash/994968001/"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, USA Today Network - Tennessee","Nashville Sheriff Daron Hall to run for re-election in 2018","Davidson County Sheriff Daron Hall says he plans to run for reelection next year as he seeks a fifth term.","http://www.tennessean.com/story/news/2017/11/09/nashville-sheriff-daron-hall-run-re-election-2018/850136001/"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Joey Garrison, USA Today Network - Tennessee","Sheriff Daron Hall won't run for Nashville mayor, endorses David Briley","Davidson County Sheriff Daron Hall says he won't run for mayor of Nashville in the August election and is instead putting his support behind Mayor David Briley.","https://www.tennessean.com/story/news/2018/03/23/sheriff-daron-hall-wont-run-nashville-mayor-endorses-david-briley/453075002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, Adam Tamburin, USA TODAY NETWORK – Tennessee","Nashville judges agree to push forward with plan to release more inmates without bail","Nashville's top prosecutor, the public defender and the Davidson County sheriff have been negotiating an overhaul of the program for months.","https://www.tennessean.com/story/news/2018/02/07/nashville-bail-reform-money-judges/317283002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, USA Today Network - Tennessee","Davidson County deputy dies following New Year's Day crash","Joseph Gilmore described as good officer and good person","http://www.tennessean.com/story/news/2018/01/02/nashville-davidson-county-deputy-joseph-gilmore-dies-crash-new-years-day-crash/995390001/"
"DAVIDTN","Tennessee","Tennessean.com","Cheatham County Sheriff's Office","Cheatham County Sheriff's Office to conduct sobriety checkpoint July 14","From 5 p.m. to 1 a.m. on Saturday July 14,2018  the Cheatham County Sheriff’s Office (CCSO) will conduct a sobriety checkpoint and saturation patrol in the area of Highway 12 South between Walmart and the Davidson County line to crack down on impaired driving…","https://www.tennessean.com/story/news/local/cheatham/2018/07/09/cheatham-county-sheriffs-office-conduct-sobriety-checkpoint-july-14/701395002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Joey Garrison, USA Today Network - Tennessee","Nashville mayoral election set for August, but legal challenge awaits","After multiple votes, the Davidson County Election Commission decided to play the mayoral race on the August ballot.","https://www.tennessean.com/story/news/2018/03/09/nashville-mayoral-election-set-august-but-legal-challenge-awaits/410390002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK - Tennessee, Staff report, USA TODAY NETWORK - Tennessee","Nashville's transit vote is today: What you need to know","Tuesday is election day in Davidson County, and voters get to decide whether to raise four taxes — including the sales tax — to fund a $5.4 billion transit plan.","https://www.tennessean.com/story/news/politics/2018/05/01/nashvilles-transit-vote-today-what-you-need-know/566955002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, USA Today Network - Tennessee","Dean tops Fitzhugh in governor's race straw poll of Nashville Democrats","Karl Dean defended his home turf Thursday night, defeating House Minority Leader Craig Fitzhugh in a Davidson County Democratic Party straw poll on next year’s Tennessee governor’s race.","http://www.tennessean.com/story/news/2017/12/15/dean-tops-fitzhugh-governors-race-straw-poll-nashville-democrats/955260001/"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK - Tennessee, USA TODAY NETWORK - Tennessee","Kenneth Eaton to run for Williamson County mayor","He describes himself as a budget hawk.","http://www.tennessean.com/story/news/local/williamson/2017/11/30/kenneth-eaton-run-williamson-county-mayor/898496001/"
"DAVIDTN","Tennessee","Tennessean.com","The Tennessean, The Tennessean","Cheatham County Sheriff's Office search for missing teen","Jazmyne Lexis Hollars, 15, apparently ran away after refusing to return home from a friends house and has not come back since.","http://www.tennessean.com/story/news/local/cheatham/2017/10/25/cheatham-county-sheriffs-office-search-missing-teen/801672001/"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, USA TODAY NETWORK – Tennessee","Why the sheriff thinks Nashville General overhaul would cost his department $3.5 million","The money would go toward extra personnel and transportation Hall said would be necessary to secure inmates in private hospitals.","http://www.tennessean.com/story/news/2017/11/24/why-sheriff-thinks-nashville-general-overhaul-would-cost-his-department-3-5-million/863825001/"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, Chris Gadd, USA TODAY NETWORK – Tennessee","Dickson County, Charlotte election ballots now set","Dickson County, Charlotte election ballots now set","https://www.tennessean.com/story/news/local/dickson/2018/04/24/dickson-county-charlotte-election-ballots-now-set/542679002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Joey Garrison, USA Today Network - Tennessee","Lawsuit: Nashville mayoral election must be in May, not August","A former longtime councilman and current head of the Nashville chapter of the NAACP sued the Davidson County Election Commission on Monday, seeking to force Nashville's next mayoral election to be held in May instead of August.","https://www.tennessean.com/story/news/2018/03/12/lawsuit-nashville-mayoral-election-must-may-not-august/416068002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Alex Hubbard, USA Today Network - Tennessee","Hubbard: There are no Republicans on the May 1 Davidson County ballot. Here's why.","Nashville Republican leaders are working to defeat the transit referendum, but they face internal strife.","https://www.tennessean.com/story/opinion/columnists/2018/04/20/no-republicans-davidson-county-ballot/530240002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK — Tennessee, David Plazas, USA TODAY NETWORK — Tennessee","Plazas: Get to know Nashville mayoral candidates, and don't forget to vote","Tennessean editorial board is meeting with mayoral candidates and will host a forum on May 2. Plus, a recap of endorsements for the May 1 election.","https://www.tennessean.com/story/opinion/columnists/david-plazas/2018/04/27/nashville-mayoral-candidates-and-vote/553108002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Joey Garrison, USA Today Network - Tennessee","Breaking down the races in the May 1 Nashville election","The May 1 Nashville election isn't just the transit referendum. Here's the other races at stake.","https://www.tennessean.com/story/news/2018/02/23/nashville-election-mayor-megan-barry-transit-referendum/358617002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, Holly Meyer, USA TODAY NETWORK – Tennessee","Lonnell Matthews Jr. takes lead in Juvenile Court clerk race","The top vote-getters in Nashville's Democratic primary are expected to win the general election in August since no Republicans are running in any of the races.","https://www.tennessean.com/story/news/politics/2018/05/01/davidson-county-local-primary-election-results/565208002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","The Tennessean, Kelly Fisher, The Tennessean","Cheatham law enforcement administer ‘wonderdrug’ to overdose victims","Opioid and heroin abuse rose to an epidemic level on a national scale in the past year, and Cheatham County isn’t immune to the trends.","https://www.tennessean.com/story/news/local/cheatham/2018/01/22/cheatham-law-enforcement-administer-wonderdrug-overdose-victims/984627001/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, USA TODAY NETWORK – Tennessee","Sheriff Daron Hall helps save the Last Minute Toy Store","Hall provides a 10,000-square-foot warehouse where more than 5,000 of Nashville's needy will pick up Christmas toys for their children","http://www.tennessean.com/story/life/2017/12/07/sheriff-daron-hall-helps-save-last-minute-toy-store/927532001/"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK — Tennessee, David Plazas, USA TODAY NETWORK — Tennessee","Editorial | Tennessean Editorial Board endorsement for May 1 Nashville election","Twelve candidates received endorsements because of their experience, background and responses to questions on vision, public trust and  community.","https://www.tennessean.com/story/opinion/2018/04/19/nashville-election-tennessean-endorsements-transit-referendum/530539002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK – Tennessee, USA TODAY NETWORK – Tennessee","Inside the effort to change Nashville's cash bail system — and avoid a lawsuit","The work has been simmering for a more than a year, but it boiled over in recent months after a powerful criminal justice nonprofit threatened to sue if progress wasn't made soon.","http://www.tennessean.com/story/news/2017/12/12/nashville-cash-bail-system-reform-lawsuit/920049001/"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK - Tennessee, Natalie Allison, USA TODAY NETWORK - Tennessee","Want to vote in Nashville's transit referendum? Make sure you're registered.","Time is running out to be eligible to cast a ballot in the transit referendum if you're not registered to vote.","https://www.tennessean.com/story/news/2018/03/23/register-vote-nashville-transit-referendum/454181002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA Today Network - Tennessee, Joey Garrison, USA Today Network - Tennessee","Tennessee Supreme Court hears Nashville mayoral election date case, plans decision this week","The Tennessee Supreme Court heard oral arguments Monday in a lawsuit that seeks to move up Nashville's August mayoral election to May.","https://www.tennessean.com/story/news/2018/04/09/tennessee-supreme-court-hears-nashville-election-date-case-plans-decision-week/498609002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","USA TODAY NETWORK - Tennessee, Emily West, USA TODAY NETWORK - Tennessee","It's time for the Williamson primary. Here's what you need to know.","Four races are decided in the Williamson County primary on Tuesday, with some positions not facing an Democratic opposition in August.","https://www.tennessean.com/story/news/local/williamson/2018/04/27/williamson-county-primary-election-tennessee-may/553218002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
"DAVIDTN","Tennessee","Tennessean.com","The Tennessean, Brett M Kelman, The Tennessean","Mental health patients are flooding Nashville hospitals. So Saint Thomas is building a new one.","Saint Thomas Health expects to begin construction this fall. The facility could open as soon as 2020.","https://www.tennessean.com/story/money/2018/05/10/saint-thomas-nashville-mental-health-hospital/588463002/?utm_source=google&utm_medium=amp&utm_campaign=speakable"
