award_id_piid	current_total_value_of_award	potential_total_value_of_award	recipient_name	recipient_parent_name	recipient_congressional_district	primary_place_of_performance_state_name	award_type	product_or_service_code_description	naics_description	domestic_or_foreign_entity	alaskan_native_owned_corporation_or_firm	american_indian_owned_business	indian_tribe_federally_recognized	native_hawaiian_owned_business	tribally_owned_business	veteran_owned_business	service_disabled_veteran_owned_business	woman_owned_business	women_owned_small_business	economically_disadvantaged_women_owned_small_business	joint_venture_women_owned_small_business	joint_venture_economic_disadvantaged_women_owned_small_bus	minority_owned_business	subcontinent_asian_asian_indian_american_owned_business	asian_pacific_american_owned_business	black_american_owned_business	hispanic_american_owned_business	native_american_owned_business	other_minority_owned_business	financial_year
HSCETE17J00252	4105.88	4105.88	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TENNESSEE	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CTD018FC0000030	4106.62	4106.62	FCN	FCN INC.	8	MARYLAND	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00258	4110.45	4110.45	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD17F00184	4117	4117	"RICOH USA, INC."	RICOH COMPANY LTD.	6	PENNSYLVANIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00184	4117	4117	"RICOH USA, INC."	RICOH COMPANY LTD.	6	PENNSYLVANIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM17F00019	4119.31	4119.31	SIMPLEXGRINNELL LP	JOHNSON CONTROLS  INC.	22	WASHINGTON	DELIVERY ORDER	PHOTOGRAPHIC SUPPLIES	ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS16J00095	4120	4120	"REMINGTON ARMS COMPANY, LLC"	CERBERUS CAPITAL MANAGEMENT  L.P.		NORTH CAROLINA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE12J00100	4126.59	4126.59	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSD18P00000055	4130	4130	ADVANCED MARKETING & SALES ASSOCIATES	ADVANCED MARKETING & SALES ASSOCIATES	21	VIRGINIA	PURCHASE ORDER	VIDEO RECORDING AND REPRODUCING EQUIPMENT	AUDIO AND VIDEO EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00494	4132.41	4132.41	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD17P00131	4136.4	4136.4	TELERIK INC.	TELERIK INC.	5	MASSACHUSETTS	PURCHASE ORDER	INFORMATION TECHNOLOGY SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CIT018FR0000003	4148	4148	MANAGEMENT CONCEPTS INCORPORATED	MANAGEMENT CONCEPTS INC.	11	DISTRICT OF COLUMBIA	DELIVERY ORDER	EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT	PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00145	4149	4149	"CONFERENCE TECHNOLOGIES, INC."	CONFERENCE TECHNOLOGIES INC.	1	MISSOURI	DELIVERY ORDER	"PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE"	OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00145	4149	4149	"CONFERENCE TECHNOLOGIES, INC."	CONFERENCE TECHNOLOGIES  INC.	1	MISSOURI	DELIVERY ORDER	"PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE"	OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00180	4158	4158	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00132	4161	4161	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE15J00209	4161	4161	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD16F00051	4163.53	4230.53	KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED	KONICA MINOLTA HOLDINGS INC.	11	VIRGINIA	BPA CALL	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CTD018FR0000139	4163.6	4163.6	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS INC.	7	UTAH	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2018
70CDCR18FR0000033	4175.7	4175.7	SETCAN CORPORATION	SETCAN CORPORATION		TEXAS	DELIVERY ORDER	INDIVIDUAL EQUIPMENT	ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSD18P00000010	4182	4182	"FEDERAL LOCK AND SAFE, INCORPORATED"	FEDERAL LOCK AND SAFE INCORPORATED	8	VIRGINIA	PURCHASE ORDER	INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES	LOCKSMITHS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00258	4190	4190	"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC."	C & C INTERNATIONAL COMPUTERS & CONSULTANTS INC	23	FLORIDA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	t	f	f	f	2018
HSCEMD16F00092	4190.27	4190.27	KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED	KONICA MINOLTA HOLDINGS INC.	11	VIRGINIA	BPA CALL	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD16F00092	4190.27	4190.27	KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED	KONICA MINOLTA HOLDINGS  INC.	11	VIRGINIA	BPA CALL	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CMSD18FR0000043	4192	4192	XEROX CORPORATION	XEROX CORPORATION	0	CALIFORNIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00164	4192.62	4192.62	"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC."	KONICA MINOLTA HOLDINGS INC.	11	VIRGINIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00164	4192.62	4192.62	"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC."	KONICA MINOLTA HOLDINGS  INC.	11	VIRGINIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18FR0000108	4193.12	4193.12	"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC."	KYOCERA CORPORATION	11	NEW JERSEY	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD16F00076	4202.04	4202.04	KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED	KONICA MINOLTA HOLDINGS INC.	11	VIRGINIA	BPA CALL	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD16F00076	4202.04	4202.04	KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED	KONICA MINOLTA HOLDINGS  INC.	11	VIRGINIA	BPA CALL	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETC13J00034	4213.12	4213.12	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	LOUISIANA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CDCR18FR0000012	4225.22	4225.22	"CONTRACT FURNISHINGS, INC."	CONTRACT FURNISHINGS INC.	1	COLORADO	DELIVERY ORDER	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00575	4226.18	4226.18	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	CALIFORNIA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17J00519	4227.2	4227.2	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	7	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	f	t	f	f	2017
70CMSD18FR0000119	4227.36	4227.36	"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC."	KYOCERA CORPORATION	11	NEW JERSEY	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00517	4238	4238	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	7	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	f	t	f	f	2017
70CDCR18FR0000025	4240	4240	ML CLICK MARKETING LLC	ML CLICK MARKETING LLC	6	ARIZONA	DELIVERY ORDER	"HOSIERY, HANDWEAR, AND CLOTHING ACCESSORIES, MEN'S"	OTHER CUT AND SEW APPAREL MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
70CDCR18FR0000029	4240	4240	"FERBAK, INC."	FERBAK INC.	30	CALIFORNIA	DELIVERY ORDER	COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS	ALL OTHER LEATHER GOOD MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00217	4250	4250	BLUE TECH INC.	BLUE TECH INC.	53	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	f	f	t	2016
70CDCR18P00000094	4254.86	4254.86	COUNTY OF ORANGE	COUNTY OF ORANGE	46	CALIFORNIA	PURCHASE ORDER	INFORMATION TECHNOLOGY COMPONENTS	WIRED TELECOMMUNICATIONS CARRIERS	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSD18FR0000019	4256.45	4256.45	"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC."	KONICA MINOLTA HOLDINGS INC.	11	CALIFORNIA	DELIVERY ORDER	"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT"	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEDM17P00068	4268.32	4268.32	"STAR POLY BAG, INC."	STAR POLY BAG  INC.	8	NEW YORK	PURCHASE ORDER	BAGS AND SACKS	PLASTICS BAG MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	t	f	f	t	f	f	f	f	f	t	2017
HSCEMS16P00024	4270	4270	CROWNE PLAZA TAMPA WESTSHORE	CROWNE PLAZA TAMPA WESTSHORE	14	FLORIDA	PURCHASE ORDER	LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES	HOTELS (EXCEPT CASINO HOTELS) AND MOTELS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16P00024	4270	4270	CROWNE PLAZA TAMPA WESTSHORE	CROWNE PLAZA TAMPA WESTSHORE	14	FLORIDA	PURCHASE ORDER	LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES	HOTELS (EXCEPT CASINO HOTELS) AND MOTELS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00539	4272.2	4272.2	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00539	4272.2	4272.2	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	DISTRICT OF COLUMBIA	BPA CALL	ADP SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE16J00158	4277.4	4277.4	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE17J00122	4285.59	4285.59	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TENNESSEE	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMR16P00018	4285.68	4285.68	PREMIUM PARKING SERVICE LLC	PREMIUM PARKING SERVICE LLC	2	LOUISIANA	PURCHASE ORDER	LEASE/RENTAL OF PARKING FACILITIES	PARKING LOTS AND GARAGES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	f	f	f	t	f	f	t	f	f	f	2018
HSCETC16J00029	4301.44	4301.44	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	ALABAMA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00334	4309.16	4309.16	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMD17P00048	4318	4318	"ENTECH SALES AND SERVICE, INC."	ENTECH SALES AND SERVICE  INC.	24	TEXAS	PURCHASE ORDER	IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE	"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18P00000060	4318.5	4318.5	HARRIS CORPORATION	HARRIS CORPORATION	6	COLORADO	PURCHASE ORDER	"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE"	RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17P00081	4320	4320	"ERAD GROUP, INC."	ERAD GROUP  INC.	26	VERMONT	PURCHASE ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00139	4321.89	4321.89	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NEW JERSEY	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE14J00139	4321.89	4321.89	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NEW JERSEY	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2014
70CMSD18FC0000038	4322.73	4322.73	FCN	FCN INC.	8	MICHIGAN	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEDM16P00035	4325	4325	MEDICAL TECHNOLOGY ASSOCIATES INC	MEDICAL TECHNOLOGY ASSOCIATES INC	13	TEXAS	PURCHASE ORDER	"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"	"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM16P00035	4325	4325	MEDICAL TECHNOLOGY ASSOCIATES INC	MEDICAL TECHNOLOGY ASSOCIATES INC	13	TEXAS	PURCHASE ORDER	"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"	"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CMSW18FC0000002	4326	4326	"ALLCLEAR ID, INC."	DEBIX ONE INC	21	TEXAS	BPA CALL	SUPPORT- ADMINISTRATIVE: CREDIT REPORTING	INVESTIGATION SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00029	4328	4328	"MEDALCRAFT MINT, INC, THE"	MEDALCRAFT MINT INC THE	8	DISTRICT OF COLUMBIA	BPA CALL	"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES"	COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00029	4328	4328	"MEDALCRAFT MINT, INC, THE"	MEDALCRAFT MINT  INC  THE	8	DISTRICT OF COLUMBIA	BPA CALL	"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES"	COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00077	4332.68	4332.68	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	GEORGIA	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00077	4332.68	4332.68	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	GEORGIA	BPA CALL	"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMS16F00013	4335	4335	ATLANTIC MANAGEMENT CENTER INCORPORATED	ATLANTIC MANAGEMENT CENTER  INC.	11	VERMONT	DELIVERY ORDER	TRAINING AIDS	PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEOP07F01000	4339.54	4339.54	DOCUMENT IMAGING DIMENSIONS INC.	DOCUMENT IMAGING DIMENSIONS INC.	14	ILLINOIS	DELIVERY ORDER	OFFICE SUPPLIES	OFFICE SUPPLIES AND STATIONERY STORES		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CDCR18FR0000041	4340	4340	RELX INC.	RELX INC.	10	WASHINGTON	DELIVERY ORDER	BOOKS AND PAMPHLETS	PERIODICAL PUBLISHERS		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE12J00282	4344.68	4344.68	DELL MARKETING LIMITED PARTNERSHIP	DENALI HOLDING INC	31	DISTRICT OF COLUMBIA	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	ELECTRONIC COMPUTER MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSD18P00000004	4351	4351	"APL ACCESS & SECURITY, INC."	APL ACCESS & SECURITY INC.	5	ARIZONA	PURCHASE ORDER	"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"	SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	t	f	f	2018
HSCEOP07F01087	4356.54	4356.54	"4IMPRINT, INC."	4IMPRINT GROUP PLC	6	WISCONSIN	DELIVERY ORDER	OFFICE SUPPLIES	SPORTING AND ATHLETIC GOODS MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM17F00082	4365.6	4365.6	ML CLICK MARKETING LLC	ML CLICK MARKETING LLC	7	PENNSYLVANIA	DELIVERY ORDER	"UNDERWEAR AND NIGHTWEAR, MEN'S"	OTHER CUT AND SEW APPAREL MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
